Function Stack;CPU Time:Total;CPU Time:Self;Memory Bound:Total(%);Memory Bound:L1 Bound:Total(%);Memory Bound:L2 Bound:Total(%);Memory Bound:L3 Bound:Total(%);Memory Bound:DRAM Bound:Total(%);Memory Bound:DRAM Bound:Memory Bandwidth:Total(%);Memory Bound:DRAM Bound:Memory Latency:Total(%);Memory Bound:Self(%);Memory Bound:L1 Bound:Self(%);Memory Bound:L2 Bound:Self(%);Memory Bound:L3 Bound:Self(%);Memory Bound:DRAM Bound:Self(%);Memory Bound:DRAM Bound:Memory Bandwidth:Self(%);Memory Bound:DRAM Bound:Memory Latency:Self(%);Loads:Total;Loads:Self;Stores:Total;Stores:Self;LLC Miss Count:Total;LLC Miss Count:Self;Average Latency (cycles):Total;Average Latency (cycles):Self;Module;Function (Full);Source File;Start Address
 TEncSearch::estIntraPredLumaQT;0.135338;0.009000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021308;3600108;0.112162;8400252;;0;;6.000000;TAppEncoderStatic;TEncSearch::estIntraPredLumaQT(TComDataCU*, TComYuv*, TComYuv*, TComYuv*, TComYuv*, short (*)[4096]);[Unknown];0x893d0
 TEncSearch::xTZ8PointDiamondSearch;0.135338;0.009000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.113644;19200576;0.512738;38401152;;0;;7.000000;TAppEncoderStatic;TEncSearch::xTZ8PointDiamondSearch(TComPattern const*, TEncSearch::IntTZSearchStruct&, TComMv const*, TComMv const*, int, int, int, bool);[Unknown];0x99900
 TComDataCU::getPUAboveRight;0.120301;0.008000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056822;9600288;0.112162;8400252;;0;;0.0;TAppEncoderStatic;TComDataCU::getPUAboveRight(unsigned int&, unsigned int, unsigned int, bool) const;[Unknown];0xab560
 TComDataCU::getPUBelowLeft;0.120301;0.008000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.113644;19200576;0.096138;7200216;;0;;0.0;TAppEncoderStatic;TComDataCU::getPUBelowLeft(unsigned int&, unsigned int, unsigned int, bool) const;[Unknown];0xab3c0
 TComRdCost::xCalcHADIntra4x4;0.120301;0.008000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007103;1200036;0.128185;9600288;;0;;7.000000;TAppEncoderStatic;TComRdCost::xCalcHADIntra4x4(short const*, short const*, int, int, int);[Unknown];0xea9a0
 TComYuv::copyToPartYuv;0.120301;0.008000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.035514;6000180;0.080115;6000180;;0;;9.500000;TAppEncoderStatic;TComYuv::copyToPartYuv(TComYuv*, unsigned int) const;[Unknown];0x9ee20
 TEncSbac::resetBits;0.120301;0.008000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056822;9600288;0.096138;7200216;;0;;7.000000;TAppEncoderStatic;TEncSbac::resetBits(void);[Unknown];0x520d0
 xTrMxN;0.120301;0.008000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021308;3600108;0.112162;8400252;;0;;8.333333;TAppEncoderStatic;xTrMxN(int, int*, int*, int, int, bool, int);[Unknown];0x100530
 TComDataCU::getPartIndexAndSize;0.105263;0.007000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.063925;10800324;0.128185;9600288;;0;;7.000000;TAppEncoderStatic;TComDataCU::getPartIndexAndSize(unsigned int, unsigned int&, int&, int&) const;[Unknown];0xae550
 TComDataCU::getQuadtreeTULog2MinSizeInCU;0.105263;0.007000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.170467;28800864;0.0;0;;0;;6.666667;TAppEncoderStatic;TComDataCU::getQuadtreeTULog2MinSizeInCU(unsigned int) const;[Unknown];0xac150
 TComRdCost::xGetSAD24;0.105263;0.007000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.106542;18000540;0.0;0;;0;;7.000000;TAppEncoderStatic;TComRdCost::xGetSAD24(DistParam*);[Unknown];0xd1230
 TComTU::getGolombRiceStatisticsIndex;0.105263;0.007000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056822;9600288;0.0;0;;0;;7.000000;TAppEncoderStatic;TComTU::getGolombRiceStatisticsIndex(ComponentID);[Unknown];0x10ab50
 TEncBinCABAC::resetBits;0.105263;0.007000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.085233;14400432;0.0;0;;0;;8.000000;TAppEncoderStatic;TEncBinCABAC::resetBits(void);[Unknown];0x6ae90
 TEncBinCABACCounter::encodeBinsEP;0.105263;0.007000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028411;4800144;0.128185;9600288;;0;;7.000000;TAppEncoderStatic;TEncBinCABACCounter::encodeBinsEP(unsigned int, int);[Unknown];0x6bc90
 TEncSearch::xSetSearchRange;0.105263;0.007000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078131;13200396;0.112162;8400252;;0;;0.0;TAppEncoderStatic;TEncSearch::xSetSearchRange(TComDataCU const*, TComMv const&, int, TComMv&, TComMv&, TComPattern const*);[Unknown];0x8c920
 func@0x9260;0.105263;0.007000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.319625;54001620;0.0;0;;0;;7.285714;TAppEncoderStatic;func@0x9260;[Unknown];0x9260
 TComRdCost::setDistParam;0.090226;0.006000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.326728;55201656;0.672969;50401512;;0;;7.000000;TAppEncoderStatic;TComRdCost::setDistParam(TComPattern const*, short const*, int, DistParam&);[Unknown];0xe7390
 TComTrQuant::xDeQuant;0.090226;0.006000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007103;1200036;0.048069;3600108;;0;;14.000000;TAppEncoderStatic;TComTrQuant::xDeQuant(TComTU&, int const*, int*, ComponentID, QpParam const&);[Unknown];0x101560
 TComTrQuant::xIT;0.090226;0.006000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042617;7200216;0.128185;9600288;;0;;6.000000;TAppEncoderStatic;TComTrQuant::xIT(int, bool, int*, short*, unsigned int, int, int, int);[Unknown];0x102b40
 TComYuv::getAddr;0.090226;0.006000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021308;3600108;0.048069;3600108;;0;;7.000000;TAppEncoderStatic;TComYuv::getAddr(ComponentID, unsigned int);[Unknown];0x99140
 TEncEntropy::encodeCoeffNxN;0.090226;0.006000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.120747;20400612;0.048069;3600108;;0;;7.000000;TAppEncoderStatic;TEncEntropy::encodeCoeffNxN(TComTU&, int*, ComponentID);[Unknown];0x7dde0
 TEncSearch::xGetInterPredictionError;0.090226;0.006000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.063925;10800324;0.112162;8400252;;0;;8.000000;TAppEncoderStatic;TEncSearch::xGetInterPredictionError(TComDataCU*, TComYuv*, int, unsigned int&, bool);[Unknown];0x8b650
 TEncSearch::xLoadIntraResultQT;0.090226;0.006000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.007103;1200036;0.016023;1200036;;0;;7.000000;TAppEncoderStatic;TEncSearch::xLoadIntraResultQT(ComponentID, TComTU&);[Unknown];0x84d90
 TEncSearch::xMergeEstimation;0.090226;0.006000;;;;;;;;;0.0;0.0;0.0;0.0;0.0;100.0;0.078131;13200396;0.144208;10800324;;0;;0.0;TAppEncoderStatic;TEncSearch::xMergeEstimation(TComDataCU*, TComYuv*, int, unsigned int&, TComMvField*, unsigned int&, unsigned int&, TComMvField*, unsigned char*, int&);[Unknown];0x8b840
 TComDataCU::getIntraDirPredictor;0.075188;0.005000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;66.7;0.021308;3600108;0.032046;2400072;;0;;7.000000;TAppEncoderStatic;TComDataCU::getIntraDirPredictor(unsigned int, int*, ComponentID, int*) const;[Unknown];0xabba0
 TComPrediction::xCheckIdenticalMotion;0.075188;0.005000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042617;7200216;0.0;0;;0;;0.0;TAppEncoderStatic;TComPrediction::xCheckIdenticalMotion(TComDataCU*, unsigned int);[Unknown];0xc96f0
 TEncCu::xCheckRDCostInter;0.075188;0.005000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014206;2400072;0.0;0;;0;;0.0;TAppEncoderStatic;TEncCu::xCheckRDCostInter(TComDataCU*&, TComDataCU*&, PartSize, bool);[Unknown];0x79fd0
 TEncCu::xCompressCU;0.075188;0.005000;;;;;;;;0.0;0.0;0.0;83.3;0.0;83.3;0.0;0.021308;3600108;0.048069;3600108;;0;;7.000000;TAppEncoderStatic;TEncCu::xCompressCU(TComDataCU*&, TComDataCU*&, unsigned int, PartSize);[Unknown];0x7ac00
 TEncEntropy::countNonZeroCoeffs;0.075188;0.005000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.035514;6000180;0.0;0;;0;;0.0;TAppEncoderStatic;TEncEntropy::countNonZeroCoeffs(int*, unsigned int);[Unknown];0x7df50
 TEncSearch::xPatternSearchFracDIF;0.075188;0.005000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.035514;6000180;0.0;0;;0;;13.500000;TAppEncoderStatic;TEncSearch::xPatternSearchFracDIF(bool, TComPattern*, short*, int, TComMv*, TComMv&, TComMv&, unsigned int&);[Unknown];0x94e70
 TComDataCU::copyPartFrom;0.060150;0.004000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007103;1200036;0.016023;1200036;;0;;0.0;TAppEncoderStatic;TComDataCU::copyPartFrom(TComDataCU*, unsigned int, unsigned int);[Unknown];0xaa800
 TComDataCU::getPUAbove;0.060150;0.004000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;;0;;0.0;TAppEncoderStatic;TComDataCU::getPUAbove(unsigned int&, unsigned int, bool, bool, bool) const;[Unknown];0xab1a0
 TComDataCU::getPUAboveLeft;0.060150;0.004000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021308;3600108;0.0;0;;0;;0.0;TAppEncoderStatic;TComDataCU::getPUAboveLeft(unsigned int&, unsigned int, bool) const;[Unknown];0xab280
 TComDataCU::getPartPosition;0.060150;0.004000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007103;1200036;0.064092;4800144;;0;;0.0;TAppEncoderStatic;TComDataCU::getPartPosition(unsigned int, int&, int&, int&, int&) const;[Unknown];0xaef70
 TComDataCU::setExplicitRdpcmModePartRange;0.060150;0.004000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021308;3600108;0.0;0;;0;;0.0;TAppEncoderStatic;TComDataCU::setExplicitRdpcmModePartRange(unsigned int, ComponentID, unsigned int, unsigned int);[Unknown];0xae470
 TComDataCU::setTransformSkipPartRange;0.060150;0.004000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.063925;10800324;0.0;0;;0;;7.000000;TAppEncoderStatic;TComDataCU::setTransformSkipPartRange(unsigned int, ComponentID, unsigned int, unsigned int);[Unknown];0xae430
 TComRdCost::setDistParam;0.060150;0.004000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042617;7200216;0.112162;8400252;;0;;0.0;TAppEncoderStatic;TComRdCost::setDistParam(TComPattern const*, short const*, int, int, DistParam&, bool);[Unknown];0xe7430
 TComRdCost::xGetHADIntra;0.060150;0.004000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014206;2400072;0.144208;10800324;;0;;0.0;TAppEncoderStatic;TComRdCost::xGetHADIntra(DistParam*);[Unknown];0xeb6d0
 TComTrQuant::invTransformNxN;0.060150;0.004000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.048069;3600108;;0;;0.0;TAppEncoderStatic;TComTrQuant::invTransformNxN(TComTU&, ComponentID, short*, unsigned int, int*, QpParam const&);[Unknown];0x103180
 TComYuv::copyToPicYuv;0.060150;0.004000;;;;;;;;-0.0;0.0;0.0;100.0;0.0;0.0;100.0;0.0;0;0.016023;1200036;;0;;0.0;TAppEncoderStatic;TComYuv::copyToPicYuv(TComPicYuv*, unsigned int, unsigned int, unsigned int, unsigned int) const;[Unknown];0x9e840
 TEncSbac::codeQtCbfZero;0.060150;0.004000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007103;1200036;0.016023;1200036;;0;;6.000000;TAppEncoderStatic;TEncSbac::codeQtCbfZero(TComTU&, ChannelType);[Unknown];0x7f960
 fastForwardDst;0.060150;0.004000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007103;1200036;0.032046;2400072;;0;;7.000000;TAppEncoderStatic;fastForwardDst(int*, int*, int);[Unknown];0xf8660
 fastInverseDst;0.060150;0.004000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.032046;2400072;;0;;7.000000;TAppEncoderStatic;fastInverseDst(int*, int*, int, int, int);[Unknown];0xf8d50
 TComDataCU::getCtxSkipFlag;0.045113;0.003000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021308;3600108;0.0;0;;0;;6.000000;TAppEncoderStatic;TComDataCU::getCtxSkipFlag(unsigned int) const;[Unknown];0xac200
 TComDataCU::initSubCU;0.045113;0.003000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007103;1200036;0.048069;3600108;;0;;7.000000;TAppEncoderStatic;TComDataCU::initSubCU(TComDataCU*, unsigned int, unsigned int, int);[Unknown];0xa9ea0
 TComDataCU::setMergeFlagSubParts;0.045113;0.003000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021308;3600108;0.0;0;;0;;0.0;TAppEncoderStatic;TComDataCU::setMergeFlagSubParts(bool, unsigned int, unsigned int, unsigned int);[Unknown];0xad290
 TComPrediction::motionCompensation;0.045113;0.003000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.049719;8400252;0.144208;10800324;;0;;6.666667;TAppEncoderStatic;TComPrediction::motionCompensation(TComDataCU*, TComYuv*, RefPicList, int);[Unknown];0xca0d0
 TComPrediction::predIntraAng;0.045113;0.003000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021308;3600108;0.064092;4800144;;0;;7.500000;TAppEncoderStatic;TComPrediction::predIntraAng(ComponentID, unsigned int, short*, unsigned int, short*, unsigned int, TComTU&, bool, bool);[Unknown];0xcc210
 TComPrediction::xPredIntraPlanar;0.045113;0.003000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.016023;1200036;;0;;0.0;TAppEncoderStatic;TComPrediction::xPredIntraPlanar(short const*, int, short*, int, unsigned int, unsigned int);[Unknown];0xcaa70
 TComTU::GetEquivalentLog2TrSize;0.045113;0.003000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.106542;18000540;0.0;0;;0;;10.000000;TAppEncoderStatic;TComTU::GetEquivalentLog2TrSize(ComponentID) const;[Unknown];0x10aab0
 TComTU::isNonTransformedResidualRotated;0.045113;0.003000;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.021308;3600108;0.0;0;;0;;7.000000;TAppEncoderStatic;TComTU::isNonTransformedResidualRotated(ComponentID);[Unknown];0x10ab00
 TComTURecurse::TComTURecurse;0.045113;0.003000;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.007103;1200036;0.048069;3600108;;0;;0.0;TAppEncoderStatic;TComTURecurse::TComTURecurse(TComDataCU*, unsigned int);[Unknown];0x10a1f0
 TComYuv::copyPartToPartComponent;0.045113;0.003000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.048069;3600108;;0;;0.0;TAppEncoderStatic;TComYuv::copyPartToPartComponent(ComponentID, TComYuv*, unsigned int, unsigned int, unsigned int) const;[Unknown];0x9fa90
 TComYuv::copyPartToPartComponentMxN;0.045113;0.003000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014206;2400072;0.016023;1200036;;0;;0.0;TAppEncoderStatic;TComYuv::copyPartToPartComponentMxN(ComponentID, TComYuv*, TComRectangle const&) const;[Unknown];0x9fcf0
 TEncCu::xCheckRDCostMerge2Nx2N;0.045113;0.003000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042617;7200216;0.032046;2400072;;0;;0.0;TAppEncoderStatic;TEncCu::xCheckRDCostMerge2Nx2N(TComDataCU*&, TComDataCU*&, bool*);[Unknown];0x799e0
 TEncSbac::codeLastSignificantXY;0.045113;0.003000;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.056822;9600288;0.096138;7200216;;0;;0.0;TAppEncoderStatic;TEncSbac::codeLastSignificantXY(unsigned int, unsigned int, int, int, ComponentID, unsigned int);[Unknown];0x81220
 TEncSearch::xEncSubdivCbfQT;0.045113;0.003000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028411;4800144;0.0;0;;0;;0.0;TAppEncoderStatic;TEncSearch::xEncSubdivCbfQT(TComTU&, bool, bool);[Unknown];0x841c0
 TEncSearch::xGetIntraBitsQT;0.045113;0.003000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021308;3600108;0.016023;1200036;;0;;0.0;TAppEncoderStatic;TEncSearch::xGetIntraBitsQT(TComTU&, bool, bool, bool);[Unknown];0x848e0
 func@0x9360;0.045113;0.003000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.191775;32400972;0.0;0;;0;;29.000000;TAppEncoderStatic;func@0x9360;[Unknown];0x9360
 TComBitCounter::resetBits;0.030075;0.002000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007103;1200036;0.0;0;;0;;0.0;TAppEncoderStatic;TComBitCounter::resetBits(void);[Unknown];0x4be00
 TComCUMvField::clearMvField;0.030075;0.002000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028411;4800144;0.080115;6000180;;0;;0.0;TAppEncoderStatic;TComCUMvField::clearMvField(void);[Unknown];0xb9250
 TComCUMvField::copyFrom;0.030075;0.002000;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;;0;;0.0;TAppEncoderStatic;TComCUMvField::copyFrom(TComCUMvField const*, int, int);[Unknown];0xb9370
 TComCUMvField::setAllMv;0.030075;0.002000;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.007103;1200036;0.016023;1200036;;0;;0.0;TAppEncoderStatic;TComCUMvField::setAllMv(TComMv const&, PartSize, int, unsigned int, int);[Unknown];0xb9500
 TComDataCU::deriveLeftBottomIdx;0.030075;0.002000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;;0;;7.000000;TAppEncoderStatic;TComDataCU::deriveLeftBottomIdx(unsigned int, unsigned int&) const;[Unknown];0xaebb0
 TComDataCU::deriveRightBottomIdx;0.030075;0.002000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.071028;12000360;0.032046;2400072;;0;;7.000000;TAppEncoderStatic;TComDataCU::deriveRightBottomIdx(unsigned int, unsigned int&) const;[Unknown];0xaecf0
 TComDataCU::getNumPartitions;0.030075;0.002000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021308;3600108;0.0;0;;0;;0.0;TAppEncoderStatic;TComDataCU::getNumPartitions(unsigned int) const;[Unknown];0xae4e0
 TComDataCU::getPULeft;0.030075;0.002000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078131;13200396;0.0;0;;0;;0.0;TAppEncoderStatic;TComDataCU::getPULeft(unsigned int&, unsigned int, bool, bool) const;[Unknown];0xab0c0
 TComDataCU::setCbfPartRange;0.030075;0.002000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.063925;10800324;0.0;0;;0;;7.000000;TAppEncoderStatic;TComDataCU::setCbfPartRange(unsigned int, ComponentID, unsigned int, unsigned int);[Unknown];0xac7e0
 TComDataCU::setCrossComponentPredictionAlphaPartRange;0.030075;0.002000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.156261;26400792;0.0;0;;0;;0.0;TAppEncoderStatic;TComDataCU::setCrossComponentPredictionAlphaPartRange(signed char, ComponentID, unsigned int, unsigned int);[Unknown];0xae450
 TComDataCU::setInterDirSubParts;0.030075;0.002000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028411;4800144;0.0;0;;0;;14.000000;TAppEncoderStatic;TComDataCU::setInterDirSubParts(unsigned int, unsigned int, unsigned int, unsigned int);[Unknown];0xad950
 TComDataCU::setMVPIdxSubParts;0.030075;0.002000;;;;;;;;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.049719;8400252;0.032046;2400072;;0;;0.0;TAppEncoderStatic;TComDataCU::setMVPIdxSubParts(int, RefPicList, unsigned int, unsigned int, unsigned int);[Unknown];0xadcb0
 TComDataCU::setTrIdxSubParts;0.030075;0.002000;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.014206;2400072;0.0;0;;0;;0.0;TAppEncoderStatic;TComDataCU::setTrIdxSubParts(unsigned int, unsigned int, unsigned int);[Unknown];0xae390
 TComDataCU::xAddMVPCandWithScaling;0.030075;0.002000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.042617;7200216;0.016023;1200036;;0;;0.0;TAppEncoderStatic;TComDataCU::xAddMVPCandWithScaling(_AMVPInfo&, RefPicList, int, unsigned int, MVP_DIR) const;[Unknown];0xaf680
 TComDataCU::xDeriveCenterIdx;0.030075;0.002000;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.007103;1200036;0.0;0;;0;;0.0;TAppEncoderStatic;TComDataCU::xDeriveCenterIdx(unsigned int, unsigned int&) const;[Unknown];0xb0450
 TComInterpolationFilter::filter<(int)4, (bool)1, (bool)1, (bool)1>;0.030075;0.002000;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.049719;8400252;0.048069;3600108;;0;;28.000000;TAppEncoderStatic;void TComInterpolationFilter::filter<(int)4, (bool)1, (bool)1, (bool)1>(int, short const*, int, short*, int, int, int, short const*);[Unknown];0x113ee0
 TComRdCost::xGetSAD12;0.030075;0.002000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.063925;10800324;0.0;0;;0;;0.0;TAppEncoderStatic;TComRdCost::xGetSAD12(DistParam*);[Unknown];0xd0c10
 TComTrQuant::getSigCoeffGroupCtxInc;0.030075;0.002000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014206;2400072;0.0;0;;0;;0.0;TAppEncoderStatic;TComTrQuant::getSigCoeffGroupCtxInc(unsigned int const*, unsigned int, unsigned int, unsigned int, unsigned int);[Unknown];0x1069a0
 TEncEntropy::encodeQtCbf;0.030075;0.002000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.035514;6000180;0.0;0;;0;;6.500000;TAppEncoderStatic;TEncEntropy::encodeQtCbf(TComTU&, ComponentID, bool);[Unknown];0x7dc60
 TEncEntropy::estimateBit;0.030075;0.002000;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;;0;;7.000000;TAppEncoderStatic;TEncEntropy::estimateBit(estBitsSbacStruct*, int, int, ChannelType, COEFF_SCAN_TYPE);[Unknown];0x7df30
 TEncSearch::xCheckBestMVP;0.030075;0.002000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.035514;6000180;0.128185;9600288;;0;;9.500000;TAppEncoderStatic;TEncSearch::xCheckBestMVP(TComDataCU*, RefPicList, TComMv, TComMv&, int&, unsigned int&, unsigned int&);[Unknown];0x8be90
 TEncSearch::xRecurIntraCodingLumaQT;0.030075;0.002000;;;;;;;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014206;2400072;0.048069;3600108;;0;;0.0;TAppEncoderStatic;TEncSearch::xRecurIntraCodingLumaQT(TComYuv*, TComYuv*, TComYuv*, short (*)[4096], unsigned int&, bool, double&, TComTU&);[Unknown];0x874d0
 TEncSearch::xSetIntraResultChromaQT;0.030075;0.002000;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;;0;;0.0;TAppEncoderStatic;TEncSearch::xSetIntraResultChromaQT(TComYuv*, TComTU&);[Unknown];0x891f0
 __GI_;0.030075;0.001000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.016023;0;;0;;0.0;libc-2.27.so;float __GI_(long, int, bool, char);malloc.c;0x97950
  _int_free;0.015038;0.001000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0;0.016023;1200036;;0;;0.0;libc-2.27.so;_int_free;malloc.c;0x979c3
 __memcpy_chk_avx_unaligned_erms;0.030075;0.002000;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;;0;;0.0;libc-2.27.so;__memcpy_chk_avx_unaligned_erms;memmove-vec-unaligned-erms.S;0x18eac0
